id,question,answer,image_source,category,response
1020,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000449432,adversarial,yes
1021,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000449432,adversarial,no
1022,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000449432,adversarial,yes
1023,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000449432,adversarial,yes
1024,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000449432,adversarial,no
1025,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000449432,adversarial,no
1026,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000153300,adversarial,yes
1027,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",no,COCO_val2014_000000153300,adversarial,no
1028,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000153300,adversarial,yes
1029,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",no,COCO_val2014_000000153300,adversarial,yes
1030,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000153300,adversarial,yes
1031,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000153300,adversarial,yes
1032,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000506178,adversarial,yes
1033,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000506178,adversarial,no
1034,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000506178,adversarial,yes
1035,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000506178,adversarial,no
1036,"Which is true? There is no remote in the image. Or, yes, there is a remote in the image.",yes,COCO_val2014_000000506178,adversarial,yes
1037,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000506178,adversarial,yes
1038,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000249720,adversarial,yes
1039,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000249720,adversarial,no
1040,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000249720,adversarial,yes
1041,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000249720,adversarial,no
1042,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000249720,adversarial,no
1043,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000249720,adversarial,no
1044,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000205206,adversarial,no
1045,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000205206,adversarial,yes
1046,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000205206,adversarial,yes
1047,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000205206,adversarial,no
1048,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000205206,adversarial,yes
1049,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",no,COCO_val2014_000000205206,adversarial,yes
1050,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000018150,adversarial,no
1051,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000018150,adversarial,no
1052,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000018150,adversarial,yes
1053,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000018150,adversarial,yes
1054,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000018150,adversarial,no
1055,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000018150,adversarial,yes
1056,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000303534,adversarial,yes
1057,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000303534,adversarial,yes
1058,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000303534,adversarial,yes
1059,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000303534,adversarial,no
1060,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000303534,adversarial,yes
1061,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000303534,adversarial,no
1062,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000278771,adversarial,yes
1063,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000278771,adversarial,yes
1064,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000278771,adversarial,yes
1065,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",no,COCO_val2014_000000278771,adversarial,yes
1066,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000278771,adversarial,yes
1067,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000278771,adversarial,yes
1068,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000134075,adversarial,yes
1069,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",no,COCO_val2014_000000134075,adversarial,no
1070,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000134075,adversarial,yes
1071,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000134075,adversarial,yes
1072,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000134075,adversarial,yes
1073,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000134075,adversarial,yes
1074,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000227204,adversarial,yes
1075,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",no,COCO_val2014_000000227204,adversarial,no
1076,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000227204,adversarial,yes
1077,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000227204,adversarial,no
1078,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000227204,adversarial,yes
1079,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",no,COCO_val2014_000000227204,adversarial,no
1080,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000124629,adversarial,yes
1081,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000124629,adversarial,no
1082,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000124629,adversarial,no
1083,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",no,COCO_val2014_000000124629,adversarial,no
1084,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",yes,COCO_val2014_000000124629,adversarial,yes
1085,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000124629,adversarial,no
1086,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000142774,adversarial,yes
1087,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000142774,adversarial,yes
1088,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",yes,COCO_val2014_000000142774,adversarial,yes
1089,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",no,COCO_val2014_000000142774,adversarial,yes
1090,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000142774,adversarial,yes
1091,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000142774,adversarial,no
1092,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000199959,adversarial,no
1093,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000199959,adversarial,no
1094,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000199959,adversarial,yes
1095,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000199959,adversarial,yes
1096,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000199959,adversarial,yes
1097,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000199959,adversarial,no
1098,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000316700,adversarial,no
1099,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000316700,adversarial,yes
1100,"Which is true? There is no broccoli in the image. Or, yes, there is a broccoli in the image.",yes,COCO_val2014_000000316700,adversarial,yes
1101,"Which is true? There is no carrot in the image. Or, yes, there is a carrot in the image.",no,COCO_val2014_000000316700,adversarial,yes
1102,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000316700,adversarial,yes
1103,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000316700,adversarial,yes
1104,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000040361,adversarial,yes
1105,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000040361,adversarial,yes
1106,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000040361,adversarial,yes
1107,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",no,COCO_val2014_000000040361,adversarial,yes
1108,"Which is true? There is no baseball bat in the image. Or, yes, there is a baseball bat in the image.",yes,COCO_val2014_000000040361,adversarial,yes
1109,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",no,COCO_val2014_000000040361,adversarial,yes
1110,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000378873,adversarial,yes
1111,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000378873,adversarial,yes
1112,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000378873,adversarial,yes
1113,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000378873,adversarial,yes
1114,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000378873,adversarial,yes
1115,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000378873,adversarial,yes
1116,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000574790,adversarial,yes
1117,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000574790,adversarial,yes
1118,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000574790,adversarial,yes
1119,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",no,COCO_val2014_000000574790,adversarial,no
1120,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000574790,adversarial,yes
1121,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000574790,adversarial,no
1122,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000011241,adversarial,no
1123,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000011241,adversarial,no
1124,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000011241,adversarial,yes
1125,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000011241,adversarial,yes
1126,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000011241,adversarial,yes
1127,"Which is true? There is no fork in the image. Or, yes, there is a fork in the image.",no,COCO_val2014_000000011241,adversarial,yes
1128,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000525667,adversarial,yes
1129,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000525667,adversarial,yes
1130,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000525667,adversarial,yes
1131,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",no,COCO_val2014_000000525667,adversarial,no
1132,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000525667,adversarial,yes
1133,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000525667,adversarial,yes
1134,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000246145,adversarial,yes
1135,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000246145,adversarial,yes
1136,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000246145,adversarial,yes
1137,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000246145,adversarial,yes
1138,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000246145,adversarial,no
1139,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000246145,adversarial,yes
1140,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000313162,adversarial,yes
1141,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000313162,adversarial,yes
1142,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000313162,adversarial,yes
1143,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000313162,adversarial,yes
1144,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000313162,adversarial,yes
1145,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000313162,adversarial,yes
1146,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000529668,adversarial,yes
1147,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000529668,adversarial,yes
1148,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000529668,adversarial,yes
1149,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000529668,adversarial,yes
1150,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000529668,adversarial,yes
1151,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000529668,adversarial,yes
1152,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000376959,adversarial,yes
1153,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",no,COCO_val2014_000000376959,adversarial,no
1154,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000376959,adversarial,yes
1155,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000376959,adversarial,yes
1156,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000376959,adversarial,yes
1157,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000376959,adversarial,no
1158,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000275863,adversarial,yes
1159,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000275863,adversarial,yes
1160,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000275863,adversarial,yes
1161,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000275863,adversarial,yes
1162,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",yes,COCO_val2014_000000275863,adversarial,yes
1163,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000275863,adversarial,yes
1164,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000327038,adversarial,yes
1165,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000327038,adversarial,yes
1166,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000327038,adversarial,yes
1167,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000327038,adversarial,yes
1168,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000327038,adversarial,yes
1169,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000327038,adversarial,yes
1170,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000513136,adversarial,yes
1171,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000513136,adversarial,yes
1172,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000513136,adversarial,yes
1173,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000513136,adversarial,yes
1174,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000513136,adversarial,yes
1175,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000513136,adversarial,yes
1176,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000184338,adversarial,yes
1177,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000184338,adversarial,yes
1178,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000184338,adversarial,no
1179,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000184338,adversarial,yes
1180,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000184338,adversarial,yes
1181,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000184338,adversarial,yes
1182,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000175437,adversarial,yes
1183,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000175437,adversarial,yes
1184,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000175437,adversarial,yes
1185,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000175437,adversarial,yes
1186,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",yes,COCO_val2014_000000175437,adversarial,yes
1187,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000175437,adversarial,yes
1188,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000498100,adversarial,yes
1189,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000498100,adversarial,no
1190,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000498100,adversarial,yes
1191,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000498100,adversarial,no
1192,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000498100,adversarial,no
1193,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000498100,adversarial,yes
1194,"Which is true? There is no refrigerator in the image. Or, yes, there is a refrigerator in the image.",yes,COCO_val2014_000000375909,adversarial,yes
1195,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000375909,adversarial,yes
1196,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000375909,adversarial,yes
1197,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000375909,adversarial,yes
1198,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000375909,adversarial,yes
1199,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000375909,adversarial,yes
1200,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000396338,adversarial,yes
1201,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000396338,adversarial,no
1202,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000396338,adversarial,yes
1203,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000396338,adversarial,no
1204,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000396338,adversarial,yes
1205,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000396338,adversarial,no
1206,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000124930,adversarial,yes
1207,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000124930,adversarial,no
1208,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000124930,adversarial,no
1209,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000124930,adversarial,yes
1210,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000124930,adversarial,yes
1211,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000124930,adversarial,no
1212,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000112664,adversarial,yes
1213,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000112664,adversarial,no
1214,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000112664,adversarial,no
1215,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000112664,adversarial,no
1216,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",yes,COCO_val2014_000000112664,adversarial,no
1217,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000112664,adversarial,no
1218,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000377879,adversarial,no
1219,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000377879,adversarial,yes
1220,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000377879,adversarial,no
1221,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000377879,adversarial,no
1222,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000377879,adversarial,no
1223,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000377879,adversarial,no
1224,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000377401,adversarial,yes
1225,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000377401,adversarial,yes
1226,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000377401,adversarial,yes
1227,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000377401,adversarial,yes
1228,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000377401,adversarial,yes
1229,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000377401,adversarial,yes
1230,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000049473,adversarial,yes
1231,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000049473,adversarial,yes
1232,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",yes,COCO_val2014_000000049473,adversarial,yes
1233,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000049473,adversarial,yes
1234,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000049473,adversarial,yes
1235,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000049473,adversarial,yes
1236,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000153865,adversarial,no
1237,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000153865,adversarial,no
1238,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000153865,adversarial,no
1239,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000153865,adversarial,no
1240,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",yes,COCO_val2014_000000153865,adversarial,yes
1241,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",no,COCO_val2014_000000153865,adversarial,no
1242,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000383185,adversarial,yes
1243,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000383185,adversarial,yes
1244,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000383185,adversarial,yes
1245,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000383185,adversarial,yes
1246,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000383185,adversarial,yes
1247,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",no,COCO_val2014_000000383185,adversarial,yes
1248,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000388983,adversarial,yes
1249,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000388983,adversarial,yes
1250,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000388983,adversarial,yes
1251,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000388983,adversarial,yes
1252,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000388983,adversarial,yes
1253,"Which is true? There is no fork in the image. Or, yes, there is a fork in the image.",no,COCO_val2014_000000388983,adversarial,yes
1254,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000295377,adversarial,yes
1255,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000295377,adversarial,no
1256,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000295377,adversarial,yes
1257,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000295377,adversarial,yes
1258,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000295377,adversarial,yes
1259,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",no,COCO_val2014_000000295377,adversarial,yes
1260,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000034773,adversarial,yes
1261,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000034773,adversarial,yes
